x,y,z
-3.907648,-3.635067,0.736969
-3.660290,-1.029860,-1.933563
-3.059893,-3.248597,2.003811
-3.102218,-2.267218,2.680494
-2.362986,-3.393012,2.956516
-2.500963,-3.240883,2.803806
-1.726408,-2.439989,2.655191
-1.999777,-3.885961,2.383540
-3.315114,-2.025627,2.866255
-2.121836,-2.406318,2.946814
-1.894809,-1.837092,0.875558
-3.901566,-2.451784,0.436720
-3.320390,-1.210592,-0.540379
-1.111334,-2.939892,2.203838
-3.256477,-1.419535,1.458946
-1.770326,-1.552145,-2.410083
-3.092540,-2.299884,2.637141
-3.947050,-1.609046,2.999849
-2.542281,-2.659766,2.818079
-1.500844,-2.457686,2.370737
-2.156097,-3.484136,2.993871
-2.736903,-2.856489,2.486903
-3.689145,-1.928056,2.708312
-1.388841,-1.111905,-14.439491
-1.268468,-1.521297,-5.515276
-2.476532,-3.596100,2.985311
-3.470423,-2.608663,1.264780
-2.096158,-3.517857,2.970410
-3.492864,-1.669226,2.922663
-3.997514,-3.769207,1.023629
-2.057921,-2.095246,2.421398
-1.011539,-1.801862,-2.875758
-2.019921,-1.328983,-4.686071
-1.112880,-2.708721,2.055286
-1.633233,-3.543247,2.561909
-1.501574,-3.219440,2.701250
-1.966129,-1.078799,-10.874764
-1.832870,-3.328226,2.924451
-3.395697,-3.002217,1.052043
-2.003793,-2.275997,2.729197
-2.691018,-3.310013,2.646082
-3.591651,-2.859678,0.528941
-1.786068,-1.179976,-9.435628
-3.803119,-3.084638,-0.225455
-3.055835,-1.345667,0.174300
-1.898588,-1.224405,-7.589483
-2.116595,-2.510760,2.984930
-2.452239,-2.314842,2.999704
-2.967665,-1.510036,1.431677
-2.973464,-2.763323,2.158290
-2.376412,-1.506986,-0.432423
-1.361296,-3.851614,1.139639
-1.083950,-2.139459,0.255737
-2.643554,-2.649530,2.728846
-3.818789,-3.070477,-0.289949
-1.875113,-1.913222,1.294433
-2.541991,-3.816636,2.984399
-1.714369,-3.798219,2.148469
-3.891987,-1.603492,2.996607
-2.220795,-2.773258,2.971309
-2.797306,-3.000979,2.364305
-3.729538,-2.257703,1.611062
-2.061191,-1.367190,-3.785392
-3.555905,-2.801294,0.700469
-1.130835,-2.958760,2.241594
-3.255789,-1.177106,-1.273122
-3.190940,-3.055178,1.588905
-2.748678,-2.701731,2.564778
-3.147567,-3.268295,1.843117
-2.018891,-2.506315,2.949450
-3.025689,-3.502725,2.402538
-2.916452,-1.340205,-0.379964
-3.788285,-3.306849,0.129926
-3.646139,-3.910411,2.332036
-3.358645,-1.195536,-0.600292
-2.943798,-1.777427,2.696522
-3.296345,-3.182453,1.404689
-2.673935,-1.715718,2.048507
-1.514076,-3.154512,2.740106
-1.451330,-2.932175,2.693892
-1.463004,-2.551958,2.455742
-3.764851,-3.736433,1.505453
-2.967420,-1.251527,-1.367004
-3.165398,-1.170791,-1.755046
-2.410973,-1.437262,-1.125682
-3.217240,-1.239718,-0.539486
-3.533135,-2.149431,2.344438
-3.800852,-1.398782,2.417760
-3.621032,-3.606807,1.430450
-1.216920,-3.843619,0.765656
-1.984547,-1.954684,1.772029
-2.213239,-2.359883,2.961383
-3.756379,-2.050209,2.270213
-1.432516,-2.317389,1.932000
-1.776072,-1.834112,0.493406
-2.093831,-3.476415,2.982274
-3.840805,-1.964941,2.407934
-2.613841,-1.015393,-8.054453
-3.010680,-3.722833,2.761668
-1.885187,-1.166816,-9.078250
-1.254240,-3.443570,2.111666
-1.820740,-3.498060,2.817394
-3.206357,-1.038550,-3.974503
-1.520170,-1.818226,-0.520951
-1.010995,-1.830065,-2.559001
-2.536805,-2.165411,2.974485
-3.468723,-2.504867,1.502886
-2.574481,-1.562168,0.771308
-3.899061,-2.982390,-0.605255
-1.234848,-3.868653,0.690483
-1.487433,-2.811023,2.699390
-2.150253,-3.893714,2.579485
-2.779162,-2.321286,2.898552
-1.596132,-2.261947,2.100177
-1.625587,-1.766667,-0.593014
-3.633794,-1.966385,2.680285
-1.253324,-2.980726,2.441920
-1.138333,-2.174933,0.620995
-2.935601,-1.382091,0.170783
-1.551165,-2.511029,2.526756
-3.956499,-1.502589,2.918352
-2.811053,-3.088522,2.354843
-3.846738,-3.850993,1.739885
-3.725836,-3.717566,1.533636
-3.888350,-3.768171,1.314513
-1.498235,-1.673467,-2.114181
-3.213563,-1.414697,1.310982
-2.591735,-2.435504,2.925427
-2.808868,-2.015009,2.973969
-1.605206,-2.969635,2.843409
-1.249253,-3.849272,0.833186
-1.647665,-3.337323,2.782730
-3.829169,-2.219691,1.510898
-3.664215,-2.856255,0.298736
-3.534994,-2.257455,2.032488
-3.342948,-3.702323,2.278026
-2.204117,-3.908884,2.613174
-2.674786,-3.044037,2.547277
-3.246742,-3.877965,2.773502
-3.602671,-1.440048,2.309806
-1.108563,-2.389257,1.401182
-1.707628,-1.656248,-1.401784
-2.088987,-3.258223,2.999502
-2.851902,-2.506358,2.630068
-2.330677,-2.023838,2.612848
-2.651402,-3.578399,2.899602
-2.200629,-1.777836,1.328005
-2.692523,-2.839649,2.555364
-3.916415,-1.409390,2.623463
-3.429479,-3.747201,2.241063
-2.507977,-2.834211,2.769128
-1.091854,-2.605012,1.867560
-3.403384,-3.170408,1.111174
-1.540103,-2.398006,2.323834
-1.882670,-2.891107,2.983310
-3.316754,-1.832342,2.997822
-3.128244,-3.295637,1.916647
-2.554386,-3.390259,2.838329
-1.245359,-1.012234,-19.145061
-2.732064,-2.942484,2.468914
-3.906239,-1.708201,2.943596
-2.676380,-3.042713,2.544975
-1.302019,-3.199920,2.455431
-3.014023,-1.337513,-0.061942
-3.556896,-2.345169,1.727407
-2.093737,-1.409985,-2.926362
-1.626262,-3.825456,1.886732
-3.867876,-1.991549,2.275964
-3.376828,-1.480598,2.131834
-1.626061,-2.098541,1.592059
-2.041404,-1.388262,-3.534643
-1.352149,-1.143219,-13.773014
-3.696537,-3.621882,1.284422
-2.956656,-2.297444,2.785565
-3.881117,-3.363422,-0.059145
-3.192576,-2.366348,2.374222
-2.568513,-2.606565,2.828834
-3.856183,-2.872142,-0.384995
-3.886954,-3.339470,-0.138972
-3.587148,-1.191802,0.169425
-1.120302,-3.643907,1.324751
-2.305321,-3.631073,2.991363
-2.660315,-3.927799,2.959801
-2.892019,-1.291107,-1.113985
-2.887058,-3.457737,2.540947
-2.468814,-3.990835,2.736892
-2.836005,-2.707000,2.437266
-3.544031,-2.627919,1.024327
-3.685884,-1.565483,2.861650
-1.597591,-1.057454,-14.438079
-2.787353,-2.582601,2.624070
-3.000403,-2.778308,2.095112
-3.212189,-1.888411,2.999450
-2.336363,-1.110072,-7.468240
-2.341529,-1.822492,1.907980
-1.968519,-1.222800,-7.175592
-1.709587,-1.335832,-6.362804
-1.848405,-1.641912,-0.984007
-1.629990,-2.292318,2.241667
-1.538449,-1.284457,-8.591553
-3.049152,-2.502370,2.357572
-3.332496,-2.202248,2.515462
-1.721216,-2.903601,2.917012
-3.413725,-1.874317,2.978520
-2.073468,-1.714810,0.509144
-1.152242,-3.354072,2.053027
-3.532127,-1.500988,2.488903
-3.003206,-1.743838,2.669679
-1.290737,-2.801296,2.439378
-3.044160,-1.972365,2.999859
-2.386514,-3.776650,2.953054
-1.260901,-1.454658,-6.779264
-2.035278,-2.767581,2.999649
-3.016375,-1.171669,-2.412235
-1.879237,-2.040672,1.916168
-2.282227,-3.809645,2.860648
-2.831763,-3.761150,2.936287
-1.716568,-1.788798,-0.064049
-1.964742,-2.346737,2.786545
-3.559689,-1.776526,2.996056
-3.052348,-1.684551,2.540238
-2.840263,-2.207323,2.955088
-1.755443,-3.031205,2.939715
-2.644954,-1.347417,-1.351712
-3.760053,-1.307576,1.780639
-1.911241,-1.754452,0.309908
-1.742284,-2.268750,2.372035
-2.481527,-2.431181,2.975045
-2.337802,-1.917328,2.303817
-3.351674,-1.984680,2.897088
-1.249879,-1.600086,-4.343455
-1.802586,-3.758051,2.403930
-2.425665,-3.997819,2.675125
-2.761865,-2.949554,2.423433
-3.809735,-1.727586,2.963634
-2.621582,-3.821392,2.997180
-2.678341,-1.455171,0.082206
-1.226101,-3.000182,2.401081
-3.213114,-1.545745,2.186858
-1.129865,-1.991883,-0.558641
-1.000403,-2.274113,0.669771
-3.188000,-2.902995,1.610925
-2.666048,-2.827360,2.595195
-3.639666,-2.906239,0.340248
-1.806393,-3.111465,2.957551
-3.127459,-3.339559,1.975534
-3.752994,-3.971413,2.344951
-2.377396,-3.179098,2.880754
-1.315534,-1.238912,-11.333017
-1.618199,-2.862660,2.839469
-1.273955,-2.572096,2.173453
-2.640004,-1.183969,-4.064774
-2.878213,-1.082454,-4.833109
-2.167676,-3.724853,2.872025
-1.262038,-1.403105,-7.811172
-3.626062,-1.882370,2.857897
-3.797870,-1.433487,2.569541
-1.673400,-2.056251,1.518271
-1.109105,-1.775141,-2.717723
-1.092789,-1.490138,-7.156301
-1.332833,-2.017779,0.336822
-3.264273,-3.436321,1.846743
-2.930241,-2.401393,2.672919
-3.547254,-3.217316,0.749917
-3.376563,-3.302204,1.348169
-2.544536,-1.695840,1.662973
-1.119821,-3.386612,1.939825
-3.006206,-1.321968,-0.274596
-1.747901,-3.665493,2.517004
-3.831687,-2.915954,-0.329251
-3.793650,-3.470342,0.527469
-1.091539,-1.510567,-6.777331
-3.995618,-2.560061,-0.247464
-1.292310,-1.751003,-2.142388
-1.918769,-2.455325,2.857190
-2.799661,-1.883453,2.800177
-2.913331,-2.965994,2.167938
-3.966619,-3.297829,-0.526570
-1.475724,-1.073978,-14.925382
-3.774896,-3.821440,1.789707
-3.441139,-2.664503,1.234872
-3.802033,-2.460076,0.718346
-3.427973,-3.938208,2.699982
-3.891381,-3.594119,0.633314
-3.935057,-2.169762,1.448079
-2.081898,-2.040458,2.296377
-3.547670,-2.931133,0.619374
-1.327475,-1.412055,-7.202232
-2.925010,-1.594314,1.895519
-2.194650,-1.198374,-6.309864
-2.771084,-2.476824,2.752622
-3.162661,-3.772842,2.680349
-3.940649,-3.151156,-0.677960
-3.074133,-1.863203,2.952400
-3.070414,-3.893910,2.926375
-2.854678,-2.849669,2.307645
-1.246754,-1.892877,-0.916310
-3.866712,-2.895912,-0.444280
-2.833336,-3.530982,2.695965
-2.311393,-1.185540,-5.885604
-1.369837,-2.871556,2.581830
-1.600507,-1.138515,-11.935289
-2.366422,-2.130288,2.847918
-2.056272,-2.614002,2.991403
-1.195611,-2.099693,0.391962
-1.286132,-3.627887,1.772091
-1.951880,-1.213945,-7.485367
-1.964917,-3.277938,2.987381
-1.688945,-3.931579,1.610209
-3.167139,-2.433528,2.283864
-2.555007,-3.583153,2.953801
-3.948674,-3.558368,0.320560
-2.369124,-2.243035,2.958436
-2.660769,-1.063317,-6.547922
-2.741522,-1.692232,2.061551
-1.143945,-2.007693,-0.388283
-2.063230,-2.296556,2.813718
-3.753312,-3.091803,-0.044619
-3.167603,-1.645819,2.556172
-2.134652,-2.850718,2.987374
-3.752033,-2.994219,-0.069504
-1.243738,-3.153523,2.391863
-3.736910,-2.856625,0.054131
-2.963707,-3.191321,2.140479
-3.366096,-3.191830,1.232969
-1.764956,-1.130675,-10.908583
-1.043432,-1.581479,-5.813595
-2.279434,-1.179388,-6.212399
-3.731939,-2.781180,0.163954
-1.246918,-3.656114,1.599169
-1.663684,-2.801983,2.858979
-1.295476,-3.670116,1.669253
-3.314443,-2.150260,2.649081
-2.940701,-2.388360,2.678967
-2.775512,-1.644320,1.871402
-3.028918,-3.436792,2.297537
-1.335049,-2.041024,0.489087
-1.873889,-1.228906,-7.646410
-2.075713,-2.856879,2.996950
-1.597497,-2.959766,2.836686
-2.277695,-2.915501,2.926800
-2.262742,-2.772395,2.955505
-1.835253,-1.015361,-13.839016
-2.093139,-1.554599,-0.984201
-1.855264,-3.551649,2.798351
-2.647165,-2.031733,2.915681
-2.015012,-1.870510,1.410546
-3.378131,-1.231881,-0.055895
-1.092041,-3.105890,2.155123
-2.117958,-2.838602,2.991553
-3.712686,-3.284438,0.337289
-2.391043,-2.130379,2.866631
-2.698678,-1.026093,-7.224852
-2.927645,-1.656035,2.228069
-2.888059,-1.357345,-0.277028
-3.653546,-3.366224,0.691344
-2.863211,-1.357985,-0.359897
-3.649399,-2.460576,1.154692
-3.048040,-1.086787,-3.824338
-1.794345,-3.883586,2.027056
-1.281360,-2.931227,2.476736
-1.316456,-1.337639,-8.881726
-2.632985,-2.496159,2.856261
-1.942008,-3.840313,2.416124
-3.521293,-2.381177,1.704159
-3.265561,-2.992989,1.398480
-2.616672,-3.448502,2.827345
-2.353628,-3.658821,2.993533
-3.211579,-1.390793,1.101203
-1.502927,-3.891557,1.330876
-3.016309,-3.353675,2.205721
-3.930636,-1.057369,-0.397309
-3.664583,-2.296369,1.632303
-2.570921,-2.281142,2.997066
-2.967728,-1.420935,0.672187
-3.605242,-3.352137,0.805923
-3.640737,-3.895948,2.297733
-3.572987,-3.903119,2.426400
-3.090290,-2.511662,2.274410
-3.292878,-3.013806,1.328958
-1.699836,-2.210781,2.148015
-1.392007,-3.666067,1.894057
-2.211662,-3.561324,2.989304
-3.621748,-1.359320,1.854924
-3.635145,-2.339496,1.562686
-3.666511,-3.712074,1.655650
-2.084257,-3.784149,2.718428
-2.912225,-2.987076,2.168151
-3.313171,-1.958971,2.947362
-1.519100,-2.734976,2.696247
-1.949827,-3.312835,2.978085
-1.578318,-1.983608,0.883747
-1.868388,-3.444536,2.891612
-3.592612,-2.481940,1.246427
-2.471509,-1.643340,1.125790
-2.183496,-2.749977,2.985363
-1.221705,-3.385227,2.141236
-2.250076,-2.851879,2.947954
-1.084653,-2.539792,1.729558
-3.106022,-2.122893,2.886629
-2.556658,-1.421418,-0.745237
-3.103553,-1.315645,-0.005020
-1.052815,-3.283286,1.944376
-1.554621,-2.487888,2.499249
-1.269752,-1.523127,-5.476267
-1.480083,-2.755426,2.663909
-1.153772,-3.595397,1.558257
-3.020003,-2.291344,2.731874
-2.582663,-3.942392,2.906706
-2.001826,-1.905097,1.567226
-1.477517,-1.581429,-3.425351
-1.908331,-3.730919,2.608236
-3.682140,-3.066976,0.185477
-3.601693,-2.737298,0.650889
-1.523011,-3.515964,2.447642
-1.434476,-1.271423,-9.627393
-2.230269,-1.835521,1.732703
-2.304848,-1.641995,0.630462
-1.184985,-3.326809,2.150251
-1.276752,-1.421380,-7.338084
-3.928157,-3.573625,0.442842
-2.404862,-2.132009,2.878516
-1.538743,-1.293653,-8.376300
-3.611609,-1.579330,2.834600
-1.700629,-3.920727,1.684141
-2.594755,-1.505864,0.317977
-1.032167,-3.584849,1.284212
-2.302905,-2.356608,2.987668
-3.010805,-2.689056,2.164388
-3.436048,-3.862749,2.521535
-3.718262,-2.352268,1.313363
-1.469155,-1.942370,0.279396
-3.608999,-3.114129,0.452868
-2.355795,-1.887210,2.221181
-1.914445,-3.100665,2.990844
-3.449587,-3.678954,2.022652
-3.135446,-1.165917,-1.965830
-1.829305,-3.801197,2.339663
-2.341610,-3.210706,2.911664
-2.435654,-1.783770,1.910979
-3.740098,-1.837704,2.848550
-1.357730,-2.578232,2.327339
-2.469729,-2.780884,2.822155
-2.784290,-2.774724,2.461917
-2.753368,-2.498446,2.748186
-1.920799,-3.511054,2.884144
-3.118630,-2.303597,2.598484
-1.353283,-1.863740,-0.755082
-1.190006,-3.050247,2.339814
-3.487731,-2.394847,1.742192
-1.522444,-2.091827,1.303923
-2.606577,-2.063034,2.926382
-1.558074,-2.623063,2.658935
-2.804787,-3.908584,2.999570
-3.052167,-2.827591,1.954613
-1.646381,-2.387849,2.469509
-1.210865,-3.239603,2.283362
-2.620804,-3.499553,2.862173
-1.957479,-3.784395,2.567302
-1.642074,-1.249796,-8.704188
-3.383532,-3.766408,2.366144
-2.950335,-3.369691,2.337951
-1.845176,-2.718400,2.945187
-1.559272,-1.278904,-8.579737
-3.040802,-1.874662,2.949112
-3.226881,-3.166463,1.561988
-2.065495,-2.263475,2.772495
-3.624641,-1.219178,0.607764
-3.355489,-2.878787,1.202264
-3.570080,-2.787463,0.674656
-2.689507,-3.388647,2.710060
-2.720815,-3.023569,2.481227
-3.333740,-1.822869,2.997307
-2.196439,-3.976027,2.428178
-3.923187,-1.824689,2.706418
-1.979200,-1.070146,-11.026039
-1.581406,-1.681245,-1.655709
-2.034364,-2.503143,2.954842
-1.505677,-3.501253,2.444114
-3.922619,-2.751468,-0.462766
-3.008499,-2.834846,2.037201
-3.699330,-3.294838,0.400163
-3.957540,-3.860093,1.517013
-2.391975,-1.984185,2.590522
-1.175023,-2.108500,0.376412
-3.502566,-3.736049,2.076869
-2.287921,-3.890736,2.744481
-2.467285,-3.373456,2.892537
-2.078650,-2.327247,2.860164
-2.290944,-1.033479,-9.789638
-2.802559,-3.222964,2.433222
-3.635602,-3.617408,1.426458
-3.336331,-1.856702,2.999147
-2.210281,-2.571350,2.999296
-3.753025,-2.056213,2.256454
-2.041543,-2.955771,2.998433
-2.034598,-3.269472,2.998555
-1.064196,-3.686959,1.018333
-2.873707,-3.677124,2.827601
-2.802470,-3.835374,2.989055
-2.993277,-1.366028,0.189056
-3.018881,-3.016158,1.962413
-1.310499,-1.735792,-2.233677
-2.175549,-3.454100,2.999060
-3.216249,-3.162376,1.584179
-3.689092,-1.190443,0.486494
-2.474951,-1.479110,-0.378821
-2.300988,-2.881123,2.917714
-2.924163,-3.421109,2.442245
-3.146834,-2.262183,2.637043
-2.700168,-1.735756,2.193334
-3.871797,-1.166030,0.774981
-3.267110,-1.401519,1.340977
-2.087746,-1.585499,-0.659826
-2.128698,-3.490043,2.987580
-3.834996,-2.425510,0.735101
-3.444633,-3.866029,2.517493
-3.494292,-3.297728,1.024148
-1.459236,-3.517229,2.346666
-3.263830,-2.784900,1.517543
-1.782019,-1.577595,-2.023058
-3.242695,-1.222972,-0.667742
-2.818620,-2.721668,2.450695
-1.171296,-2.758755,2.213402
-1.009395,-2.946219,2.012962
-1.853321,-1.895144,1.130260
-2.455252,-3.403847,2.914643
-3.271919,-2.003760,2.921922
-1.409997,-1.257126,-10.159563
-2.723674,-3.457983,2.735880
-2.136979,-1.090519,-9.314045
-1.968066,-2.979464,2.998953
-2.312781,-3.273629,2.943400
-2.531585,-3.869299,2.949781
-2.332022,-3.536358,2.998034
-3.829316,-2.060429,2.104094
-3.369476,-2.450779,1.859735
-3.248977,-2.617686,1.783803
-3.437785,-1.952446,2.884117
-3.289375,-2.184463,2.610281
-3.175594,-2.330250,2.471428
-3.928668,-3.040595,-0.713408
-3.629875,-2.029941,2.525471
-1.097805,-1.985646,-0.729179
-2.913171,-1.469565,0.957789
-2.906417,-1.184905,-2.703269
-1.384064,-3.342967,2.461886
-2.939655,-3.698593,2.796038
-3.769808,-1.154420,0.322328
-2.705981,-2.911401,2.512613
-3.847414,-3.929907,2.034325
-3.350955,-1.461627,1.968482
-2.454595,-2.237900,2.984073
-2.073041,-2.561065,2.985690
-3.586422,-3.860664,2.284828
-1.734869,-3.509752,2.724398
-1.253040,-3.777931,1.171726
-1.292681,-3.845712,0.976361
-1.175084,-1.358496,-9.386529
-1.119386,-2.636605,1.974499
-2.160897,-3.377532,2.999663
-1.644085,-1.841323,0.115279
-3.408288,-1.871754,2.981681
-2.049441,-1.020911,-11.956398
-1.822235,-1.316062,-6.080662
-2.998783,-3.327276,2.204918
-2.915334,-3.614758,2.711194
-3.962542,-3.293095,-0.521767
-2.779836,-1.417899,0.030552
-1.027245,-1.978540,-1.064801
-3.404109,-3.253419,1.204700
-3.626883,-3.991010,2.584257
-3.959179,-3.113643,-0.787946
-1.895811,-2.517193,2.886234
-1.285118,-2.978018,2.488252
-3.353536,-1.778847,2.981044
-1.599866,-1.238322,-9.275511
-3.069974,-1.480153,1.462497
-2.111377,-2.781771,2.995936
-3.072586,-2.237892,2.758155
-3.208778,-1.879679,2.997853
-2.100213,-2.280726,2.825993
-2.873242,-3.131054,2.267149
-3.571161,-1.715716,2.993881
-3.402373,-2.128370,2.587020
-1.732009,-3.953664,1.613572
-2.785965,-2.580616,2.627800
-1.576795,-1.006492,-16.336052
-3.720441,-3.230491,0.220060
-3.642745,-3.857442,2.176374
-3.033070,-1.277635,-0.738307
-1.993770,-2.036807,2.127698
-1.929677,-3.714112,2.663276
-3.250982,-3.044767,1.440055
-1.909121,-3.376065,2.946035
-2.625921,-2.326618,2.970252
-2.564563,-1.495233,0.110811
-3.442450,-2.535754,1.494655
-1.146415,-1.735400,-3.016224
-2.874957,-1.491317,1.036732
-1.393033,-2.281341,1.737885
-3.453862,-3.182320,0.981834
-1.324485,-1.087464,-15.777558
-1.284367,-1.019413,-18.514374
-2.901720,-2.854261,2.224755
-2.305478,-2.790297,2.931616
-3.266364,-1.473708,1.869601
-1.321595,-3.239158,2.458890
-2.422074,-3.665503,2.999566
-2.384671,-1.362569,-2.273950
-1.623920,-2.231999,2.067028
-2.019400,-2.560293,2.969744
-2.630138,-3.981322,2.889208
-1.549229,-3.377410,2.648103
-2.532272,-2.796697,2.758978
-2.301887,-2.375307,2.992194
-1.513640,-2.692452,2.662503
-1.961533,-2.889100,2.997423
-2.328692,-2.369651,2.995288
-1.125183,-2.276790,1.046016
-1.334660,-1.998994,0.219934
-2.705312,-3.533996,2.823465
-3.857287,-2.926238,-0.429333
-2.154053,-2.556408,2.998175
-1.356383,-1.008103,-18.263828
-3.401977,-2.747933,1.208579
-3.015351,-3.139405,2.008149
-3.877570,-2.277210,1.163581
-2.543431,-2.355243,2.983688
-2.361714,-3.737986,2.966544
-3.886657,-2.741065,-0.310978
-1.044091,-2.556612,1.671741
-3.607129,-2.003082,2.623883
-1.818523,-3.348537,2.908218
-1.154146,-3.816366,0.712925
-2.239206,-3.748230,2.897189
-3.008238,-1.756952,2.711706
-3.335364,-2.501423,1.818897
-2.061254,-2.135876,2.530149
-2.427512,-3.443092,2.946555
-1.796018,-1.669151,-0.901183
-1.372890,-2.313353,1.793091
-1.624326,-1.086968,-13.284159
-2.212553,-1.357925,-3.169553
-1.924476,-3.234183,2.983005
-1.616230,-2.017755,1.181345
-3.582078,-2.632183,0.906802
-3.662011,-1.084655,-1.026189
-3.538202,-3.361442,1.018770
-1.833209,-3.848538,2.213573
-1.775353,-2.791799,2.928179
-2.286788,-2.621475,2.979406
-1.411800,-1.233733,-10.748500
-1.559247,-3.359561,2.675058
-2.015873,-3.425123,2.972822
-2.320966,-2.800468,2.920953
-1.495549,-3.764216,1.815216
-1.197893,-2.767837,2.267253
-1.069642,-2.710590,1.971568
-3.347854,-2.319188,2.217927
-1.586145,-1.518564,-3.804309
-3.783474,-3.533917,0.754776
-1.450324,-2.922958,2.691296
-2.536415,-3.589355,2.964250
-2.820227,-3.237840,2.416825
-3.845036,-3.816815,1.612672
-3.182584,-3.347840,1.873023
-1.243372,-3.819530,0.960082
-3.567681,-1.953845,2.776043
-2.255251,-1.685596,0.832019
-2.086716,-2.886058,2.994563
-1.270913,-1.306399,-9.941078
-1.815921,-1.002904,-14.409503
-1.727390,-3.948704,1.624891
-1.018362,-1.504739,-7.351946
-2.219788,-2.278331,2.909388
-3.984556,-2.259579,0.936949
-1.249632,-2.753341,2.341941
-1.490849,-1.172500,-11.814098
-3.307889,-3.359097,1.610105
-3.190234,-1.248809,-0.521018
-1.734717,-3.062972,2.927505
-3.593071,-2.793235,0.596509
-3.329025,-2.660391,1.526956
-1.261411,-1.052469,-17.534184
-3.597079,-1.120673,-0.743420
-3.126784,-3.965485,2.962122
-2.785575,-2.726230,2.495012
-3.252673,-2.493163,2.008404
-1.483865,-2.969007,2.732612
-2.842580,-2.188889,2.965894
-2.420470,-1.041143,-8.673500
-3.903015,-1.747676,2.887977
-1.077523,-2.253585,0.810747
-3.266940,-3.281125,1.588874
-2.516475,-1.218684,-4.057590
-3.076716,-2.574334,2.198035
-1.205088,-3.019812,2.367490
-2.710105,-3.100893,2.510103
-1.892301,-2.397773,2.778746
-2.196243,-1.028842,-10.610355
-1.861520,-1.594988,-1.462822
-2.127766,-3.825793,2.692898
-2.487577,-3.084331,2.769154
-2.833903,-1.152839,-3.646598
-1.444423,-3.886165,1.202078
-2.850471,-1.825441,2.720035
-2.404152,-2.962370,2.837804
-1.436795,-2.811720,2.641613
-1.816295,-1.737442,-0.160424
-3.988274,-2.287081,0.809538
-3.842988,-3.945873,2.100704
-3.962387,-2.515222,0.016167
-2.401940,-1.636939,0.880080
-1.907173,-2.172232,2.394674
-1.519338,-2.558321,2.543372
-2.306789,-2.540306,2.990885
-3.777763,-2.337134,1.208761
-1.091605,-2.081447,-0.069974
-2.319531,-1.300739,-3.594393
-1.129104,-1.332587,-10.330990
-1.533932,-1.213096,-10.388963
-3.104414,-3.007557,1.780396
-3.282845,-1.053662,-3.276963
-3.234265,-2.216155,2.615784
-1.523044,-3.422384,2.570497
-3.654710,-3.710271,1.676983
-2.233653,-3.000322,2.945406
-2.936009,-3.144912,2.162757
-1.638597,-2.444991,2.551853
-3.161086,-2.373459,2.409359
-3.370299,-2.355482,2.088174
-1.930357,-2.753011,2.982932
-1.242307,-1.155369,-14.308583
-1.745574,-2.803920,2.914225
-1.953664,-3.380934,2.963348
-1.347480,-1.946321,-0.107317
-3.444481,-3.417778,1.387246
-3.419860,-2.604933,1.402856
-1.863999,-2.585156,2.905076
-2.345421,-2.203882,2.916835
-2.818875,-2.136046,2.994750
-3.301355,-3.241553,1.454932
-1.974278,-1.808637,0.911776
-2.405683,-1.153805,-6.016531
-1.997889,-2.634032,2.981492
-1.372470,-2.201244,1.398405
-3.708109,-1.558777,2.863828
-1.916307,-1.892787,1.284914
-3.313723,-1.875622,2.997550
-1.142713,-1.699708,-3.492537
-2.920768,-1.209256,-2.225770
-3.835259,-1.261874,1.593827
-3.242281,-3.688603,2.410011
-1.608707,-3.091700,2.840239
-1.901647,-3.207859,2.979961
-1.911084,-1.041472,-12.403643
-3.931979,-2.163933,1.479782
-1.712251,-1.025543,-14.524510
-1.763801,-2.665908,2.879024
-2.618685,-1.011216,-8.132746
-3.542121,-2.054592,2.579676
-3.721387,-1.304347,1.668624
-2.190932,-1.144778,-7.568452
-2.274274,-3.125992,2.933229
-1.720500,-3.403727,2.804198
-3.011203,-2.394613,2.584349
-2.935256,-1.434120,0.699545
-3.617385,-1.884118,2.861472
-3.505398,-2.379131,1.745780
-2.557016,-1.664740,1.497163
-2.118561,-1.050533,-10.556090
-1.387699,-3.252995,2.542609
-1.666424,-2.024733,1.349492
-3.884630,-1.444782,2.714767
-3.950391,-3.283970,-0.495971
-3.350779,-2.224861,2.437591
-1.924226,-3.713935,2.657217
-1.823244,-2.713274,2.932936
-2.660845,-3.924294,2.962568
-2.091297,-3.444507,2.988702
-1.537060,-3.572325,2.375115
-2.700624,-3.937211,2.968408
-2.864903,-3.609228,2.756217
-1.608342,-3.233891,2.800760
-1.378859,-2.480336,2.205776
-2.303011,-1.852689,1.973203
-1.526321,-2.409196,2.323117
-2.124352,-3.966844,2.343195
-1.730133,-2.213676,2.211151
-1.101555,-3.040144,2.189898
-2.414850,-1.578544,0.421764
-1.496733,-1.279666,-8.991104
-2.458794,-1.070299,-7.659912
-1.858767,-3.849838,2.254440
-1.012770,-2.036599,-0.668649
-1.813111,-2.607801,2.883918
-3.334884,-3.418106,1.654235
-2.661163,-1.940786,2.787690
-3.329480,-1.853697,2.999761
-2.869457,-3.172241,2.294753
-3.566528,-2.861793,0.605469
-2.546446,-3.299131,2.791181
-1.605256,-3.402349,2.690164
-3.589743,-2.747767,0.670953
-2.750255,-1.936069,2.854309
-3.556139,-2.942964,0.588544
-2.440862,-3.856715,2.914093
-3.739432,-3.754059,1.629166
-2.284151,-1.944834,2.312387
-2.729798,-1.527524,0.931041
-1.720177,-1.443089,-4.310506
-3.810020,-1.619595,2.990880
